eau,19219,2
chaux,692,4
était,59043,4
utilisée,5912,7
pédiatrie,83,7
atténuer,168,7
coliques,33,7
nourrisson,159,7
avant,37262,4
loi,13560,2
obligeant,389,7
candidats,2129,7
inscrire,530,7
préalablement,421,7
tradition,5369,7
ait,5359,2
ni,9127,1
liste,9069,4
candidat,3330,7
élection,6005,7
municipale,1652,7
effet,21092,4
biologie,792,7
déterminant,675,7
introduit,2360,7
on,90730,1
écrit,11662,4
mammifères,1354,7
oiseaux,3072,6
reptiles,501,7
espèces,10078,6
insectes,1494,7
sa,135175,1
façade,1930,5
composée,4199,7
retable,267,6
plateresque,14,7
précédée,305,7
escalier,904,7
double,5293,5
volée,255,4
donne,11111,4
ravissante,23,7
petite,8434,5
plaza,41,4
San,2786,2
Martín,147,5
confisqué,75,7
compte,17336,5
hectares,1863,7
vignes,714,5
localité,2115,7
ancienne,10448,7
suisse,2707,5
canton,11444,5
Vaud,616,3
située,17561,5
district,3331,7
acheteurs,181,7
engagés,744,6
politique,22505,7
capitale,8001,7
rendaient,188,7
rarement,2151,7
gouvernement,16901,7
laissant,2130,7
aux,117798,2
soins,1425,4
représentants,2729,7
locaux,3548,5
type,12024,3
voïvode,27,6
agha,20,3
récupérer,1125,7
sommes,1012,5
investies,41,7
via,4422,2
fermage,48,6
impôts,1115,5
étudient,166,7
réintroduction,135,7
feuillus,179,7
forêt,4494,4
méditerranéenne,403,7
résiste,429,6
mieux,4963,4
aléas,223,4
incendies,532,7
rongeurs,320,7
altitude,5833,7
variait,128,6
moyenne,9231,6
jeune,11169,4
eux,9821,2
attaquant,847,7
anglais,11717,6
Theo,43,3
Walcott,19,6
début,23934,4
compétition,4064,7
dénombrait,125,7
emplois,1789,6
agriculture,4001,7
pêche,2486,4
ressources,3331,7
construction,11781,7
fabrication,2978,7
commerce,6310,7
gros,3583,3
détail,956,5
finance,586,6
immobilier,577,7
santé,4799,4
services,7562,7
sociaux,2272,6
éducation,4349,7
argumentation,215,7
soutenue,859,7
époque,22999,5
principaux,6790,7
Anti,128,3
Corn,24,3
law,278,2
League,910,5
demeure,3081,6
être,68284,3
finalement,9780,7
rapatrié,72,7
définitivement,2846,7
inhumé,841,5
prieuré,916,6
royal,3539,4
Haute,3097,4
Bruyère,96,6
ordre,14948,4
Fontevrault,8,7
près,18330,3
desservie,2050,7
routes,2884,5
départementales,1503,7
premier,47442,6
maire,6693,4
Escaudœuvres,19,7
Pierre,11653,5
club,12265,3
possède,9860,6
médias,2221,5
officiels,1075,7
tandis,10954,5
Allemagne,9670,7
années,45233,5
objet,9421,4
grave,1617,4
crise,4709,4
économique,8899,7
dont,66677,3
témoigneront,12,7
artistes,4240,7
nouvelle,21414,7
voit,8634,3
économie,6166,7
repartir,302,7
semaines,3684,7
passe,9341,4
temps,30272,4
petits,5834,5
rose,1872,3
traversée,2330,7
ligne,15966,4
bleue,955,4
mots,4383,3
région,27173,5
lettres,5295,6
bleues,344,5
île,11527,2
france,19,5
blanches,1092,7
fond,4067,3
bleu,2585,3
relation,4494,7
hospitalier,620,7
séminaire,466,7
pendant,26388,6
Guerre,7536,5
mondiale,11566,7
cimetière,2870,7
créé,8313,3
Larressore,23,7
vallée,6966,5
Nive,87,3
approches,494,7
Cambo,24,4
long,12680,3
départementale,2216,7
Pat,138,2
Nixon,456,4
défaillante,38,7
maison,11045,5
ascenseur,256,7
seul,13284,3
Géoportail,16,7
ign,212,2
fournit,1673,6
référence,7187,7
lieudit,42,6
présenté,2403,7
hameau,1801,5
cheval,2695,5
communes,17989,7
Andouillé,11,7
initiative,2222,7
lancée,1388,5
suite,27938,4
fortes,1875,5
inondations,709,7
souffert,353,7
gard,321,3
équation,1706,7
ondes,1197,4
planes,116,5
fonctionne,980,7
combinaisons,436,7
arbitraires,146,7
ω,172,1
milieu,10473,5
physique,4958,7
réel,2519,3
ne,104571,1
permettra,709,7
propager,194,7
satisfont,61,7
dispersion,480,7
aéroport,3544,7
Cork,150,3
permet,20151,5
faciliter,1245,7
accès,5694,4
irlandais,1175,7
Europe,17026,5
Continentale,11,7
gare,6083,3
Kent,357,3
nécessaire,4537,7
échanges,2158,7
territoire,17604,7
national,12963,7
après,77476,4
invasion,2029,7
pologne,2078,6
déclenchement,548,7
seconde,13809,6
commencèrent,508,7
mobiliser,243,7
Patton,273,5
chercha,222,6
renforcer,1320,7
puissance,5592,7
forces,6527,5
blindées,137,7
américaines,1929,7
intime,499,5
peintre,2882,6
Hubert,643,5
Robert,6910,5
rappelle,1824,7
partie,45750,5
partir,26438,5
date,9497,3
tournées,892,7
prennent,2766,7
rythme,1788,5
quadriennal,16,7
existe,14175,5
tests,1065,4
tournée,4413,6
peut,53317,3
soit,31714,3
pourvoir,201,7
unique,6118,5
élire,578,4
assemblée,3045,7
divisant,172,7
autant,6453,5
circonscriptions,962,7
sièges,2196,5
nombre,27493,5
heures,6134,5
travaillées,55,7
rémunéré,108,7
employeur,447,7
non,25840,2
prises,2413,5
charge,5750,5
sécurité,5427,7
sociale,4637,6
concernant,4623,7
livres,5022,5
iii,5999,2
x,5286,1
république,9956,7
traitent,269,7
formes,6912,5
poétiques,242,7
arts,3678,3
imitation,344,7
mimesis,5,6
proclament,129,7
caractère,5467,7
indigne,135,6
Lisieux,258,6
Bayeux,385,5
Vire,245,3
Calvados,515,7
équipe,16147,5
Irlande,2538,6
domine,1246,5
période,17505,6
remportant,984,7
fois,32844,3
tournoi,3765,6
Chelem,452,5
ceux,11626,3
refusèrent,169,7
soumettre,658,7
furent,12348,5
arrêtés,874,6
malgré,11466,5
décisions,1597,7
justice,4331,6
contraires,283,7
communauté,9569,7
mozabite,5,7
importante,9949,7
Faremoutiers,36,7
dépend,2896,5
brigade,899,6
territoriale,1570,7
autonome,1687,7
gendarmerie,810,7
nationale,13334,7
Mortcerf,17,7
opposer,861,6
autre,32101,4
soviétique,3392,7
cska,38,3
Moscou,1585,5
information,4378,7
effondrements,63,7
possibles,1906,7
délivrée,143,7
perches,104,6
fibre,496,4
carbone,1976,6
développées,731,7
nasa,719,3
programme,6533,7
spatial,993,6
permettent,6017,7
Américain,542,7
George,3971,5
davies,173,5
établir,2541,6
record,3395,5
monde,26986,4
compatriote,459,7
Brian,805,4
Sternberg,95,7
franchir,689,7
barre,1117,4
mètres,4484,5
philadelphie,625,7
Rich,98,3
Boden,9,4
étude,7956,4
souligne,1106,7
diversité,1507,7
origine,19841,6
formation,8464,7
candidates,101,7
issues,1364,5
différents,10960,7
milieux,2210,6
familiaux,316,7
certaines,13993,7
fait,80786,3
études,9800,5
universitaires,1095,7
autodidactes,15,7
elles,19935,4
botanistes,119,7
zoologistes,27,7
gens,2877,3
écouter,380,6
chanteur,2050,7
humanitaire,308,7
étaient,20542,6
invités,771,6
entendre,1246,7
activiste,75,7
bolchevique,78,7
entracte,19,7
stade,5278,4
finaliste,420,7
gagne,2492,4
office,1561,5
mathématiquement,133,7
année,31240,4
n,4570,1
bissextile,258,7
mod,153,2
mois,16850,3
décalage,463,7
rapport,11707,6
calendrier,2932,7
grégorien,540,7
habitat,1889,6
truites,117,6
saumons,153,6
msnbc,20,4
juillet,11914,6
fouilles,1644,7
montré,1958,5
abbaye,4518,5
existence,5714,7
reconstruction,1504,7
complète,2367,7
sous,58191,3
abbatiat,27,7
Odilon,59,5
Cluny,310,4
diffusion,3098,7
savoir,4810,5
devient,21880,6
élément,4400,6
majeur,2506,5
structurant,67,7
idéologie,834,7
progrès,2057,6
car,17804,2
savoirs,228,6
ouvrages,3477,7
compilent,10,7
finalités,44,7
visent,382,5
font,11412,3
arme,1965,3
confrontant,30,7
rédacteurs,200,7
éditeurs,721,7
constituent,2963,7
instruments,2575,7
propagande,1073,7
pouvoir,16723,6
séculier,96,7
ecclésiastique,747,7
sphères,286,6
influence,7388,7
trouvent,3931,7
amoindries,9,7
tentative,2242,7
lendemain,2900,7
soldats,4281,6
refusent,796,7
obéir,195,4
chefs,2388,4
décident,1586,7
regagner,255,7
Vendée,466,5
réforme,3412,6
agraire,280,6
envergure,693,7
envisagée,357,7
Ghavam,23,5
création,12252,7
banque,1297,5
crédit,1150,5
avait,31643,4
permis,4621,5
redistribuer,63,7
grande,28256,5
terres,6494,5
Couronne,586,7
remporte,6344,7
victoires,3238,7
circuit,1922,6
européen,4474,7
Suntory,8,6
World,1521,4
Match,156,4
Play,60,3
Championship,200,7
disputé,723,6
match,7252,4
play,154,3
constituant,1029,7
officieux,120,7
championnat,6214,7
golf,516,3
novembre,10367,7
Shakira,42,6
déclara,811,6
propos,3138,5
dixième,862,6
album,13608,4
travaille,3091,7
producteurs,1389,7
tels,8237,3
Benny,140,4
Blanco,123,5
Tiësto,19,5
Max,1248,2
Martin,3272,5
Luke,348,3
akon,8,3
Fernando,443,7
Sia,19,2
Ester,21,4
Dean,251,3
the,14426,2
Runners,5,6
Dream,255,4
Shea,16,3
Taylor,764,5
manifestations,1925,7
violentes,496,7
contre,37198,5
police,4176,5
sommet,3818,5
pu,5765,1
dérouler,250,7
normalement,1090,7
Canne,9,4
della,367,4
Battaglia,9,7
site,10847,3
archéologique,816,7
reconnu,2526,6
célébrissime,9,7
bataille,9251,7
ayant,19098,4
opposés,693,6
romains,3245,6
carthaginois,142,7
vers,37299,3
reconnue,1347,7
art,8718,2
pouilles,93,7
ses,110852,2
beautés,65,6
architecturales,171,7
distance,4087,7
probabilité,948,7
lumière,4239,6
déviée,61,5
compact,266,6
gnu,533,2
gpl,231,2
abrégé,625,5
écrite,2144,5
Richard,3969,6
Stallman,70,7
programmes,2693,7
projet,12734,5
membres,13895,6
anciens,7077,6
pilotes,1266,6
Marine,1286,5
guerre,27178,5
américaine,5814,7
avaient,9132,6
retenus,312,6
auparavant,3471,7
équipage,1640,7
remplacement,1602,7
mission,5421,6
Apollo,527,5
suppléante,62,7
chargée,1478,6
remplacer,2094,7
titulaire,1248,7
défaillance,260,7
maladie,4235,6
constituée,2582,7
David,2396,4
Scott,1187,4
commandant,2723,7
suppléant,298,7
Alfred,1648,5
Worden,9,5
pilote,2219,5
module,1132,5
commande,2324,7
James,3643,4
Irwin,59,4
lunaire,647,6
jeu,14774,2
instructions,843,7
précise,2648,6
quels,396,4
registres,699,7
processeur,686,7
manipulables,11,7
programmeur,149,7
architecturaux,249,7
structures,2816,7
englobent,60,7
principalement,9665,7
centre,16760,5
banlieues,251,7
assurent,837,7
meilleure,3422,7
répartition,2654,7
richesse,1564,7
territoires,3918,7
desservent,344,7
évolue,1668,5
patte,179,4
Peacock,19,6
Lucy,222,3
méthodiste,72,7
abolitionniste,72,7
influença,111,7
positions,1902,7
politiques,7782,7
mari,2200,3
dernier,19104,6
rejoignit,232,7
formellement,671,7
exemple,23580,6
William,3213,6
dickens,12,6
Flynn,43,4
commentant,74,7
résultats,4788,7
article,6934,6
réduisent,233,7
retard,1132,5
qi,283,1
preuves,952,6
échantillons,600,7
standardisés,51,7
noirs,2162,4
américains,5197,7
continuent,1274,7
gagner,1824,5
blancs,2204,5
fusillade,187,7
atelier,1854,6
chaussures,440,7
blessés,1262,6
draille,7,6
doublée,207,6
toute,17643,4
série,16587,4
utilisaient,512,7
hommes,12902,5
transports,2617,7
marchandises,1227,7
troupeaux,418,7
prose,499,4
recherche,8934,7
description,2067,7
possible,9038,7
peinture,2719,7
Georges,4440,6
Tour,4920,3
fondé,3651,4
grandes,10067,6
institutions,2423,7
part,19567,3
chevalerie,261,7
adoubement,21,7
liturgique,325,7
conféré,117,6
évêque,4327,5
profession,970,7
vœux,365,3
ordres,2721,5
militaires,5378,7
vu,5109,1
croisades,270,7
louées,47,5
Saint,16825,4
Bernard,3535,6
souligner,457,7
quel,1946,3
point,16423,4
maillot,1492,6
comportait,486,7
tissu,1097,4
vendu,1652,4
contenu,2089,6
boîte,914,4
allumettes,67,7
ensuite,16925,6
passage,6519,6
parties,5656,6
lac,4716,2
constance,373,7
Obersee,5,6
supérieur,5323,7
reprend,4510,6
allure,415,5
fluviale,201,7
prenant,2061,6
rhin,209,3
aboutir,589,6
inférieur,2364,7
Joe,980,2
Zawinul,14,6
disait,621,5
souvent,24122,6
concerts,2263,7
Wayne,358,4
Shorter,17,6
lui,60485,2
pyjama,17,5
hindoustani,11,7
dérivé,1350,5
persan,391,5
signifie,5346,7
désigne,4910,6
pantalon,159,7
ample,100,4
vêtement,309,7
usuel,172,4
aller,3227,4
dormir,232,5
anses,100,4
conclu,777,5
intervention,2530,7
données,6470,6
épidémiologiques,52,7
montrent,2092,7
pas,111863,2
association,7035,7
prise,6326,4
poids,3599,4
consommation,3288,7
sucres,258,5
lorsque,12347,6
apport,1194,5
énergétique,892,7
contrôlé,511,7
sir,449,2
Francis,1487,6
Galton,37,5
Birmingham,242,7
Surrey,91,5
anthropologue,197,7
explorateur,443,7
géographe,309,7
inventeur,674,7
météorologue,11,7
écrivain,3498,7
statisticien,31,7
britannique,6623,7
supporters,777,7
rassemblèrent,41,7
derrière,4417,7
mur,2410,2
matchs,3720,5
domicile,2109,7
visions,302,6
fille,8766,4
vont,4192,3
puissamment,99,7
contribuer,565,7
ancrer,39,5
culte,3723,4
vierge,1697,5
catholicisme,745,7
moderne,5217,6
français,33065,7
perdu,2820,4
aspect,3071,5
mouvement,11022,7
variétés,1590,7
expression,4401,7
presque,6578,6
devenue,3538,6
futur,3878,4
entière,1934,6
je,5327,1
vais,116,3
courir,426,5
Young,725,4
sera,14735,3
père,14010,3
fils,17859,3
Curtis,237,5
né,11916,1
décembre,11289,7
Lisa,311,3
Johnson,1353,6
interprétation,2629,7
suscité,440,6
abondante,551,7
littérature,3943,7
proposé,1864,6
comprendre,2325,7
désignant,997,7
manière,10777,6
parler,3075,5
écrire,2822,5
latin,6123,4
propre,8917,5
Padoue,221,5
sorte,4347,4
jargon,143,5
provincial,411,7
aurait,12065,5
défaire,187,6
béarnais,491,7
sauvetat,10,7
sauveté,18,6
terre,10650,4
asile,408,4
printemps,3300,7
Annie,384,4
Besant,83,5
put,919,2
renouveler,361,7
inscription,1631,7
University,494,7
College,885,6
supposée,419,7
avoir,30763,4
condisciples,65,7
poètes,894,5
Ted,218,2
Hughes,185,5
Auden,14,4
Simon,1689,4
armitage,13,7
Andrew,556,5
Marvell,9,6
issus,2994,4
capacités,1589,7
abstraction,327,7
modéliser,168,7
documenter,57,7
systèmes,4614,7
informatiques,696,7
complexes,2093,7
domaine,9056,6
expertise,305,7
un,26380,1
moyen,6373,4
efficace,1850,7
faire,28310,4
germer,61,5
graines,1295,6
consiste,3614,7
plaçant,440,6
simplement,3347,7
bac,481,2
légumes,825,6
réfrigérateur,68,7
semis,232,4
définissent,401,7
nature,7149,5
rendus,642,5
nécessaires,2243,7
opération,4243,7
intérêt,5647,6
direct,2392,5
viabilité,85,7
lots,243,3
discussions,814,7
lesquels,3847,7
Cavour,135,5
couvents,224,7
approuvée,288,7
amendement,413,7
religieux,4248,7
extinction,784,7
naturelle,3602,7
nord,27744,3
relie,1965,4
construite,3745,7
tenant,1374,5
naturellement,1348,7
désigné,1992,6
leader,1329,5
boucle,799,5
assuré,1119,5
roulements,94,7
travail,12350,6
matin,2117,4
nuit,5604,3
propylées,17,7
monuments,2918,7
Athènes,1558,6
eu,8402,1
histoire,20377,7
agitée,115,5
Périgny,31,6
Yerres,198,5
étend,3597,4
modestement,72,7
plateau,3368,6
Brie,445,3
jouxte,163,5
départements,2404,7
Essonne,638,6
sud,16526,2
invite,789,5
chez,19052,3
diminuer,951,7
tristesse,215,7
pousse,1348,5
parents,3700,6
porter,2482,5
plainte,553,6
détournement,271,7
mineur,895,5
Ernest,868,5
Nègre,133,4
propose,5874,6
personne,7127,7
germanique,1908,7
pris,6120,3
absolument,592,7
conformité,315,7
forme,25125,4
cite,1026,3
arrondissement,4555,7
légèrement,2393,7
reste,18149,4
département,16442,7
certains,24371,7
coloration,396,7
texture,217,6
substrat,434,7
lequel,9267,5
vivent,1764,5
devenu,5432,5
parrain,374,6
marathon,198,7
Cognac,192,5
duquel,1665,5
effectué,1455,7
démonstration,1095,7
élan,484,3
réduit,2309,5
professionnel,2253,7
procède,673,6
prélèvement,271,7
volume,3042,5
sang,3052,3
déterminé,737,7
niveau,15733,5
vaisseau,1681,7
sanguin,307,6
veineux,48,6
capillaire,63,7
artériel,49,7
serait,8988,5
issu,3404,3
anthroponyme,405,7
norrois,294,6
ancien,17800,5
sens,10944,3
originel,729,7
rural,1383,4
villa,1331,4
rustica,52,6
intérêts,2109,7
provinces,2830,7
restent,3021,6
secondaire,2098,7
ministres,1990,7
empereur,8093,7
outre,8193,4
totalité,1818,7
conseillers,2398,7
départementaux,679,7
renouvelée,359,7
donné,8225,4
accord,5854,5
absous,16,5
peine,3698,4
encourue,16,7
opposition,5050,7
rendre,5031,5
chaque,20000,5
Quiévy,15,5
anniversaire,1158,7
mort,24727,3
sophie,676,5
Bar,431,2
mariée,613,5
Louis,13757,4
Montbéliard,381,7
comte,6120,4
Mousson,13,6
parti,14070,4
pape,4679,3
Grégoire,532,7
vii,1443,2
Henri,7950,4
iv,3678,1
empire,9386,5
pont,5320,3
situé,10124,4
établissement,3763,7
rue,9151,2
Marie,418,4
Curie,334,4
engage,2119,5
espagnole,1809,7
Liberty,169,6
Seguros,14,6
afin,17947,3
constitué,4183,7
fondation,2757,7
but,8240,2
jeunes,7343,5
musiciens,2102,7
couvent,1275,6
Rheinau,10,6
fin,35339,2
approchait,54,7
activités,6909,7
comité,4781,5
ralentir,236,7
cela,14326,3
accrut,93,5
lassitude,83,7
partisanes,43,7
Garfield,209,7
concentra,60,7
personnelles,645,7
véhicule,1462,7
sorti,3723,4
usines,1477,5
Ford,814,3
Willys,13,5
identique,1468,7
conception,3497,7
différencie,369,7
marquant,976,7
mécaniques,854,7
jeep,33,3
f,1857,1
symbole,3171,6
Électre,47,6
apparaît,6762,7
accompagnée,877,7
chœur,1634,4
captives,22,7
troyennes,7,7
Paul,7626,3
état,31083,3
Minnesota,308,7
agit,11669,3
écriture,3991,7
calligraphie,122,7
dès,22561,2
scènes,2415,5
religieuses,2101,7
deviennent,2548,7
très,48810,3
majoritaires,340,7
toiles,725,5
tableaux,1713,7
assombrissent,11,7
devenir,5647,6
surface,6915,6
ombre,942,4
contraste,691,7
violemment,516,7
personnages,5596,7
touchés,352,6
relève,1870,5
tacle,27,4
ballon,974,5
moment,8680,5
où,58120,1
goal,27,3
allait,1303,5
saisir,509,5
texte,5662,4
soulève,350,6
difficultés,2661,7
concilier,244,7
Polybe,157,5
apparaître,1637,7
généralisation,447,7
opérations,3425,7
appliquer,1233,7
seulement,11469,7
nombres,2957,6
inconnues,367,7
tolkien,255,6
Contes,180,5
légendes,867,7
inachevés,73,7
symphyse,16,7
pubienne,19,7
portions,256,7
antéro,21,5
internes,1191,7
cuisses,115,6
sinon,910,4
âge,14035,2
déjà,12778,3
avancé,587,5
doit,18665,3
résultat,4045,7
factions,406,7
divers,5961,5
réussissant,131,7
imposer,1737,6
choisirent,108,7
second,8934,5
plan,11419,3
Lahore,66,5
devint,3886,5
islamique,855,7
important,10417,7
accélérer,488,7
marche,2503,5
moyens,4070,5
transport,5198,7
vivres,297,5
privilégiant,202,7
approvisionnement,640,7
périple,275,6
Guy,1793,2
ritchie,92,6
découvre,2631,7
tôt,3013,2
cinéma,6650,5
rend,5876,3
veut,4712,3
films,7526,4
regardé,101,6
Butch,56,4
Cassidy,32,6
Kid,164,2
Roy,312,2
Hill,759,3
Au,316,1
Twin,110,3
Cities,40,5
Fest,47,3
Keira,27,4
North,566,4
Star,1347,3
Award,652,4
for,1488,2
Excellence,7,7
remarquable,1550,7
Imitation,9,7
game,642,3
da,755,1
Silva,170,4
Brésilien,133,7
sauteur,72,6
signalements,17,7
dépendance,673,7
spécialités,485,7
pharmaceutiques,181,7
contenant,2370,7
nicotine,59,7
personnes,13639,7
fumé,76,3
concernent,822,7
exclusivement,1737,7
orales,158,5
adp,117,2
produit,10413,6
atp,494,2
enzymes,473,6
atpases,9,6
supervielle,6,7
rentre,1023,5
nommé,9823,4
attaché,868,6
culturel,2597,7
honoraire,259,7
auprès,6113,5
légation,40,7
Uruguay,286,6
entreprises,5764,7
sponsors,175,7
fifa,603,3
participent,1518,7
Coupe,6024,4
confédérations,199,7
carrière,8476,7
Thomas,3607,5
Bernhard,147,7
émaillée,85,7
scandales,234,7
délibérément,226,7
provoqués,173,7
auteur,7937,5
liés,2375,3
littéraires,1249,7
Autriche,3454,7
remettre,1050,7
souvenir,1341,7
Fronde,149,5
vif,665,2
Régent,98,5
souhaite,2054,7
construire,3851,7
lien,2689,3
fort,7183,3
peuple,5786,5
roi,22389,2
éviter,4369,5
trouble,813,6
Guillaume,4238,7
Malet,43,4
compagnon,857,7
Conquérant,246,7
rentrant,139,7
vainqueur,2184,7
hastings,176,7
grandeur,1321,7
souffle,637,6
direction,8861,7
imperceptible,21,7
juin,13216,3
Sud,11427,2
Ouest,4849,4
Nord,2524,3
pallier,390,6
manque,3796,5
favorable,1991,7
casino,467,5
voire,5269,4
hôtels,895,5
restaurant,816,7
champêtre,110,7
lotissement,243,7
luxe,773,3
chambre,5453,6
Amour,378,4
finira,313,5
découvrir,1627,7
chef,10444,3
Mortimer,379,7
vieux,3022,4
rival,930,4
école,12999,4
bol,138,2
abrite,2606,5
établissements,2988,7
scolaires,932,7
primaires,1131,7
secondaires,2058,7
fsf,45,2
conseil,8197,6
administration,6026,7
siège,9147,4
Boston,1033,5
Massachusetts,578,7
emploie,1427,6
général,21309,6
salariés,1342,7
quelques,25136,7
signalés,180,7
Afrique,7369,6
vus,341,2
nicher,49,5
autour,11078,5
pièce,4551,4
Molière,491,6
belle,1852,4
critique,6082,7
théories,1647,7
pratiques,2549,7
médecine,2945,7
sganarelle,8,7
incompréhensible,85,7
parodique,130,7
diagnostics,80,7
Lucinde,5,6
muette,76,5
explique,4779,7
t,3228,1
parce,4303,4
parole,1215,5
remèdes,138,6
improbables,53,7
pain,1126,3
trempé,75,5
vin,2861,2
fromage,1020,6
ensemble,18488,7
appartenant,2676,7
satire,298,5
telles,4307,5
illustrées,107,7
œuvres,7111,5
Tabarin,9,6
vit,3550,2
Bandol,44,5
industries,1208,7
quartier,7231,7
disparurent,120,7
victimes,2590,7
surpêche,61,7
concurrence,1973,7
retour,9519,5
Thésée,154,5
Internet,2167,7
monts,1207,4
Châlus,94,5
rédaction,1682,7
conclusions,552,7
