paces,89,4
ellos,21210,4
condición,3228,7
entrega,2657,6
asesinos,369,7
pago,1890,3
treinta,2208,6
talentos,430,7
reparación,507,7
lugar,35817,4
exigido,78,6
antes,28162,4
término,13305,6
Utena,23,4
puede,42315,4
referirse,4096,7
Sonceboz,5,7
Sombeval,5,7
comuna,3840,5
suiza,728,4
cantón,2399,5
Berna,788,4
situada,6312,6
administrativo,1427,7
Jura,184,3
bernés,99,5
asignaban,22,7
ya,56070,1
vecinos,4488,6
habitantes,17382,7
contaba,4885,6
cien,1755,3
almas,605,4
teleología,9,7
griego,3810,5
fin,12214,2
discurso,1913,7
tratado,3115,6
ciencia,3184,6
rama,1733,3
metafísica,188,7
refiere,3084,6
estudio,11024,6
fines,5157,4
propósitos,497,7
algún,5366,4
objeto,4881,5
bien,19358,3
literalmente,969,7
doctrina,1383,7
filosófica,407,7
causas,1852,5
finales,13462,6
pesar,14690,4
desmanes,68,7
cometidos,399,7
durante,78054,6
expediciones,740,7
América,9742,6
nombrado,7266,7
caballero,1210,7
rey,18833,2
Carlos,15120,5
ii,14971,1
Inglaterra,7445,7
año,70654,2
ocupó,2746,4
Teniente,645,7
Gobernador,1586,7
Jamaica,678,6
ejerció,1465,6
función,6768,6
perseguir,335,7
piratas,731,6
zona,23311,3
abandonaron,736,7
Yanañahui,9,7
para,319917,3
probar,826,5
suerte,1815,5
lugares,6494,6
lejanos,249,6
trabajando,2154,7
plantaciones,710,7
minas,1417,4
lejanas,156,6
fundado,3666,6
grupo,31661,4
homenaje,2733,7
pintor,2422,5
miniaturista,21,7
inglés,10338,5
Nicholas,234,7
Hilliard,10,7
esta,84287,3
estructura,6731,7
funcionó,668,7
regularmente,771,7
universidad,3398,7
desintegró,97,7
construir,3994,7
Instituto,6176,7
parajes,387,6
tan,11783,2
populares,3658,7
romería,425,6
Rocío,227,4
Raya,99,3
Real,11812,3
Palacio,3651,6
Rey,5043,2
Puente,1679,5
muchas,12341,5
hermandades,188,7
llegan,2174,5
pertenecen,1606,7
Hinojos,13,6
diputado,2614,7
Distrito,2720,7
Independencia,2164,7
Recoleta,224,7
Región,2547,5
Metropolitana,1058,7
Positano,7,7
localizada,965,7
Campania,94,7
Italia,8330,5
orilla,1265,5
golfo,882,4
Salerno,125,6
unos,19771,3
km,14467,1
Nápoles,1210,6
dotarlos,10,7
validez,505,6
san,1400,2
Agustín,2010,6
cuatro,21517,5
obispos,1011,6
escribieron,397,7
carta,3290,4
papa,2962,3
Inocencio,298,7
i,15775,1
instándole,11,7
condenar,146,7
pelagianismo,8,7
cartas,1912,5
representativas,374,7
serie,24693,4
encuentran,11140,7
Decreto,1609,6
Orden,3893,4
Emperador,1116,7
así,48155,2
Desnudo,19,6
título,15052,5
original,9910,7
japonés,2105,6
cual,42438,3
censurado,77,7
agregando,275,7
ropa,1469,3
ilustración,372,7
cambiado,1192,7
Vacaciones,24,7
está,53174,3
encabezada,696,7
generalmente,6093,7
obispo,3050,5
titular,2651,6
administrador,654,7
apostólico,242,7
gracias,10085,6
fructífera,133,7
actuación,3661,7
delantero,1071,7
ha,72106,1
recibido,2778,7
trofeos,264,6
nacionales,4207,7
e,42194,1
internacionales,4024,7
máximo,4512,5
goleador,1256,7
entrevista,2256,7
noviembre,17020,7
Hawke,143,4
estaba,23742,5
proceso,11760,6
filmación,389,7
nuevo,32565,4
proyecto,11414,7
sobre,71195,4
vida,26018,3
jazz,1914,3
Chet,40,3
Baker,348,4
aunque,42797,5
desconoce,779,7
origen,14297,5
respuesta,3766,7
inmune,188,5
detección,475,7
anticuerpos,168,7
reactivos,96,7
contra,34410,5
citrulina,11,7
contenida,223,7
proteínas,921,7
péptidos,50,7
ahora,8808,4
convirtiendo,640,7
importante,18747,7
diagnóstico,803,7
artritis,101,7
reumatoidea,5,7
noche,6585,4
enero,17555,4
partido,22191,6
ante,20448,3
Toronto,801,6
Raptors,64,6
Staples,48,6
Center,843,5
Bryant,153,5
batió,310,4
finalmente,15802,7
récord,3003,5
individual,1645,7
anotación,235,7
franquicia,1090,7
ostentaba,218,7
Elgin,27,4
Baylor,30,5
puntos,10060,5
conseguir,4063,7
victoria,7633,7
Lakers,298,5
colocó,996,5
segundo,19519,6
puesto,12843,5
clasificación,4187,7
global,2052,5
nba,1218,2
solo,22786,3
detrás,3405,5
Wilt,47,3
Chamberlain,152,7
entra,1871,4
becado,59,5
prestigiosa,399,7
School,1352,5
Rabanera,85,7
pasado,5435,5
pudo,7551,3
cantar,1202,5
Canción,932,6
siega,43,4
Castrillo,121,7
Reina,1760,4
Romance,227,6
Huerta,625,5
Abajo,288,4
niño,3138,3
perdido,2392,6
Riocavado,10,7
Sierra,4573,5
Nana,111,3
bbfc,22,3
evalúa,84,5
videojuegos,1687,7
pegi,8,3
central,8763,6
proveía,86,6
electricidad,920,7
oro,7158,2
Kolar,11,4
convirtió,12063,7
primera,47186,6
ciudad,57000,5
Asia,3028,3
usar,3801,3
fallo,758,4
no,184800,1
afecta,829,5
ie,29,1
Mac,669,2
plataforma,1809,7
Apple,710,4
Macintosh,187,7
autoproclamada,39,7
fetichista,31,7
zapatos,358,6
mayor,33602,4
parte,73114,4
atención,4200,7
cuenta,24678,5
banco,1395,4
enfoca,178,5
diseñadores,328,7
principalmente,10665,7
Manolo,442,5
Blahnik,6,6
sabe,3260,3
usado,3566,4
Christian,967,7
Jimmy,794,4
Choo,14,3
Dolce,94,4
Gabbana,73,6
jugador,7290,6
casi,15440,3
toda,16381,3
aventura,1319,7
compañía,8624,7
soldados,5067,7
aliados,2152,6
estos,28916,4
libre,7111,4
albedrío,118,7
les,15147,2
pueden,21564,5
dar,6558,2
órdenes,3358,6
además,41328,5
ganó,9466,3
Belgrano,1242,7
final,24838,4
Oficial,998,6
famoso,3901,5
gol,4505,2
Daniel,2695,5
Willington,12,7
Alberdi,198,6
empató,466,5
disputó,2631,6
clásico,3100,6
rival,2123,4
palacio,3583,6
destacar,3700,7
Salón,1254,4
Regio,100,4
realizado,4944,7
dirección,8570,7
arquitecto,2476,7
Juan,24417,3
Vega,2050,3
obra,21182,3
llevada,1282,6
cabo,9516,3
cuando,59346,5
sirvió,2398,5
residencia,2344,7
reina,4703,4
Isabel,3360,5
viaje,4786,4
Cádiz,2170,4
kilómetro,612,7
cero,1739,3
monolito,98,7
simboliza,564,7
punto,14689,4
inicial,3114,6
red,6088,2
carreteras,1306,7
argentina,2698,7
tras,44880,3
independencia,4676,7
participó,7140,7
Guerra,15212,5
Polaco,100,5
Soviética,2547,7
vez,40425,2
Velasco,917,6
Colón,1776,4
diez,6243,3
mañana,2460,5
día,24409,2
fragatas,223,7
inglesas,514,7
fueron,47855,5
remolcadas,18,7
lanchas,183,6
fondear,20,6
cerca,12887,4
pudieron,1991,7
produjo,5760,6
desembarco,620,7
hombres,10737,6
playa,2271,4
aumentó,1172,6
razón,4648,4
turismo,2364,6
pues,11865,3
común,7583,4
Pintada,45,6
consideraba,1871,7
sólo,21884,3
interesante,1325,7
bello,386,4
paso,9528,3
sin,69499,2
infraestructura,1522,7
patrimonio,1753,7
sociocultural,70,7
tuviesen,113,7
mucha,2645,4
importancia,7538,7
otro,25067,3
álbum,24662,4
homónimo,1301,7
precedió,90,7
lanzamiento,4408,7
nuevos,8445,5
trabajos,6408,7
Prince,444,5
Time,1224,3
Waits,97,4
for,2072,2
One,1459,2
The,25105,2
Voice,181,4
publicados,1250,7
respectivamente,3772,7
ese,33489,2
momento,18000,6
República,12541,7
Tucumán,1053,6
entonces,26392,7
incluía,2435,6
Catamarca,277,7
Santiago,9183,7
Estero,478,5
pronunciado,471,7
federalismo,153,7
mando,6647,4
gobernador,5405,7
coronel,2475,6
Bernabé,252,6
Aráoz,107,4
confirmó,1437,7
Ibarra,554,5
comandante,2881,7
Abipones,10,7
grado,4561,4
realiza,5349,6
giras,1063,4
Argentina,12973,7
Uruguay,3339,6
Brasil,6122,5
posteriormente,15762,7
familias,4515,7
instalan,209,7
París,7578,4
Francia,15394,6
desde,80942,4
proyectan,102,7
actuaciones,2119,7
Europa,13494,5
Estados,23081,6
Unidos,21602,5
Canadá,3289,5
Sudamérica,1143,7
actualmente,15578,7
ocupando,989,7
actividades,7902,7
Representante,98,7
Director,1099,7
Artístico,258,7
Asociación,3662,7
Opera,396,4
Tokio,1047,4
sedes,706,4
locales,5421,6
Ópera,489,4
Plaza,4052,4
Nagasaki,119,7
Kyoto,48,4
Fukuoka,42,6
enfática,14,7
declaración,1663,7
tecnología,3342,7
parece,5462,5
Dewdney,5,6
aquí,4545,3
ridiculizar,34,7
redes,1997,4
neuronales,148,7
mala,1717,3
mayoría,16800,6
ideando,18,6
están,18611,4
tratando,880,7
buenos,1682,5
ingenieros,808,7
chipriota,104,7
recientemente,3013,7
afiliada,141,7
Fútbol,4824,5
Chipre,631,5
Fram,10,3
islandés,173,7
campeón,5333,6
soviético,1306,7
Klub,34,3
Dynamo,134,5
Kyiv,7,3
si,34006,1
honor,5923,4
hubiera,2096,6
recaído,21,6
dicho,9184,4
club,13640,3
futbolʹnyĭ,7,7
Spartak,138,6
Moskva,11,5
siendo,29378,5
únicos,1259,5
tres,39947,3
representantes,2243,7
federaciones,288,7
ausentes,199,7
Conmemorativa,24,7
gobierno,24284,7
municipal,7388,7
formado,4938,6
Junts,18,4
erc,130,2
María,15617,4
Núñez,1079,4
Temiño,11,5
Vázquez,870,6
Coronado,277,7
fallecería,95,7
poco,20612,3
después,60891,6
accidente,2533,7
número,21828,5
vuelo,2921,4
futuros,745,6
vuelos,1406,5
misma,16972,4
ruta,3841,3
respeto,1303,6
quienes,7462,6
murieron,1362,7
ataque,6171,5
teoría,5634,5
sigue,6006,4
estableciendo,716,7
diferencia,7315,7
precio,2393,5
internacional,8714,7
mercado,6847,6
doméstico,537,7
sometido,716,7
restricción,300,7
debería,1704,6
equivalente,1738,7
arancelario,5,7
cualquier,10549,7
mna,36,2
mientras,29903,7
computación,462,7
digital,2030,6
extremadamente,1154,7
popular,8783,6
investigación,5573,7
analógica,201,7
hecha,1605,4
puñado,237,5
gente,5552,4
mundo,22620,4
consecuencia,4894,7
esto,25087,3
vistas,1069,5
Norte,7319,4
excepcionales,297,7
todas,16703,4
épocas,1579,5
luego,27976,4
jornada,1662,6
descanso,1105,7
llegó,14297,4
contrarreloj,382,7
alcanzó,5050,6
tiempo,33389,5
vestirse,86,7
rojo,3355,3
Quintana,699,7
perdió,4650,5
minutos,5292,6
debido,27621,5
caída,3414,4
Valverde,428,7
partir,18825,5
allí,11472,3
empezó,6006,5
elevar,334,5
nivel,15370,4
comenzó,15592,6
ver,8959,2
duras,702,4
batallas,1399,7
Purito,14,5
Rodríguez,4065,7
Chris,1593,4
Froome,28,5
San,44301,2
Miguel,8163,5
Aralar,81,5
Lagos,727,4
Covadonga,147,7
fabricando,99,7
chasis,450,5
competiciones,1346,7
automovilísticas,33,7
pequeñas,4515,7
categorías,2034,7
mandato,2274,6
incidió,31,6
reformas,1929,7
políticas,4743,7
centradas,129,7
Educación,2690,7
carácter,7036,7
anticlerical,98,7
negativa,1279,7
participar,3489,7
considerado,6778,7
inútil,295,5
motivó,542,5
Levantamiento,76,7
marinero,197,7
Kiel,129,3
marineros,451,7
sublevaron,78,7
oficiales,4869,7
tomaron,1601,6
control,9159,6
buques,1582,5
ello,12452,3
precipitó,105,7
monarquía,1436,7
alemana,3221,6
hacen,4746,4
reparaciones,288,7
generales,3266,7
empresa,9448,6
aún,11995,2
empresas,5418,7
azucareras,27,7
particular,4942,7
tiene,44310,4
maquinarias,89,7
defenderán,5,7
bravura,60,6
puesta,1675,5
muy,44843,2
numerosa,408,7
comparada,342,7
peces,1433,4
huevos,1268,5
incluso,14015,6
enemigos,2680,7
envergadura,418,7
Avior,21,4
manifestado,233,7
aprobado,1160,7
Colombia,6436,7
tomaría,264,6
sede,8408,3
Aeropuerto,1416,7
Perales,118,6
Ibagué,103,5
aeropuerto,2480,7
secundario,1053,7
Internacional,6566,7
Alfonso,5008,6
Bonilla,213,6
Aragón,4079,5
Cali,762,3
asimismo,4936,7
formó,5032,4
ordenanzas,190,7
Universidad,18431,7
Audiencia,1014,7
abogados,488,7
igual,10325,4
Metal,941,4
Gear,311,3
Solid,189,4
recibió,9885,6
excelentes,713,7
críticas,3230,7
críticos,2356,7
mgs,11,2
Twin,141,3
Snakes,22,5
gamerankings,28,7
Metacritic,154,7
géneros,2110,6
musicales,3971,7
representados,652,7
tenemos,1469,6
movimientos,3456,7
misas,278,4
motetes,97,6
fantasías,138,7
villancicos,99,7
romances,304,7
madrigales,100,7
pavanas,14,6
endechas,9,7
sonetos,162,6
diferencias,2967,7
chansons,27,7
radiador,63,7
montó,201,4
izquierda,4939,7
coche,1520,4
ventilador,64,7
montado,359,6
motor,3899,4
pudiera,1820,6
mantenerse,773,7
pero,86498,3
sentido,6268,6
inverso,248,6
aire,5247,3
hacia,29038,4
área,10544,3
baja,5506,3
presión,3548,6
natural,7456,6
aleta,203,4
delantera,593,7
embargo,33032,6
obras,16038,4
quedaron,2259,7
paralizadas,36,7
manera,16245,5
definitiva,2081,7
inicio,5103,5
Civil,3870,4
intento,3525,6
autoridades,4228,7
trabajo,16686,6
década,12223,5
desafió,99,6
modelo,7368,5
Weishampel,10,7
Wolverine,408,7
Rogue,235,4
Iceman,76,5
Pyro,15,3
visitan,332,6
padres,4466,5
Boston,1036,5
reúnen,672,5
Tormenta,270,7
Jean,3136,3
Nightcrawler,87,7
destacó,1849,6
personalidad,1912,7
cantaor,81,6
intuición,172,7
inteligencia,1676,7
fabricarse,70,7
márketing,17,7
vestuario,470,7
gafas,257,4
clavel,31,5
hacían,1569,5
reconocible,165,7
inconfundible,104,7
catedral,2505,7
Reims,264,4
era,65796,2
Antiguo,1303,6
Régimen,883,6
consagración,407,7
monarcas,470,7
negociadores,42,7
argentinos,982,7
mantenían,463,7
inflexibles,10,7
posición,9826,7
enunciada,27,7
Miranda,914,6
ingleses,1941,7
insistían,23,7
arreglar,175,7
ferrocarriles,720,7
abordar,317,6
comercial,6068,7
análisis,3503,7
detallado,269,7
reveló,1048,5
naturaleza,4334,7
dando,3840,4
cierto,3961,5
revuelo,146,6
medios,6181,5
comunicación,4954,7
publicación,3745,7
formal,1422,5
apareció,4567,7
Wedel,7,4
et,1984,1
sustituyó,807,7
anterior,9749,7
país,25314,3
declaró,3724,6
independiente,4358,7
cada,31809,3
mes,6911,2
febrero,15377,6
ojos,2541,3
centran,243,6
Festival,4320,7
Viña,709,3
Mar,3449,2
Estrella,762,7
Valparaíso,1222,7
circula,228,6
Antorcha,96,7
suplemento,332,7
detallan,157,7
detalles,1645,7
certamen,802,7
musical,8819,6
destacan,4802,7
ruinas,1501,5
incluyen,4505,7
casa,13616,3
natal,2353,4
Martín,5513,5
resguardada,40,7
templete,89,7
construido,3973,7
conjunto,9855,7
museos,733,5
incluye,6744,6
Museo,5286,4
Sanmartiniano,10,7
Sargento,160,7
Cabral,155,5
Jerónima,28,7
Matorras,10,7
Regimiento,735,7
Granaderos,120,7
Caballo,194,6
Jesuítico,6,7
Reverendo,51,7
Padre,1547,4
Guillermo,3512,7
Furlong,19,6
plaza,5624,4
mantiene,3248,7
higuerón,10,7
existía,1972,6
niñez,469,4
antigua,7674,6
iglesia,8646,6
xvii,3527,3
encuentra,25665,7
imagen,7383,5
Virgen,5079,5
Morena,333,5
advocación,493,7
patronal,237,7
Yapeyú,56,5
proximidades,553,7
mausoleo,262,7
restos,6742,5
cuales,14935,5
traídos,208,6
España,29613,5
primeramente,384,7
reposaron,7,7
cementerio,1436,7
último,17510,5
Blade,179,4
apuñala,37,6
desencadenando,52,7
reacción,2093,7
química,1275,6
completa,2948,7
virus,1016,4
Daystar,5,6
liberándolo,9,7
transporta,251,7
matando,504,6
Danica,18,5
resto,10219,4
vampiros,270,7
traducciones,647,7
haber,14242,4
criterio,743,7
asignarle,23,7
Hernández,1528,7
Fernández,3986,7
bigote,83,5
u,4136,1
ondulado,114,7
nombres,4803,6
cambian,491,6
indistintamente,204,7
veces,13844,4
volumen,2620,6
Sabio,370,4
teletransporta,30,7
Piedra,680,5
Gaia,106,3
recorrer,661,7
pasillo,289,6
infinito,398,7
enfrenta,887,7
vence,445,4
Oscura,166,5
transformado,475,7
diciembre,18262,7
Federación,3395,7
Mexicana,980,7
anunció,5034,6
Atlético,2707,7
Celaya,240,5
cambiaría,241,7
llamarse,1176,7
Colibríes,26,7
Morelos,617,6
éste,9176,3
dieciocho,623,7
jóvenes,5229,6
poetas,1103,5
encontraban,2406,7
Ramón,3367,4
Méndez,627,5
Estrada,628,6
hermano,8709,6
Cuauhtémoc,316,7
Bruno,566,4
Montané,14,6
Rubén,752,4
Medina,1186,5
José,21163,3
Vicente,3499,6
Anaya,188,4
fundaron,878,7
infrarrealismo,7,7
movimiento,9884,7
poético,320,6
creado,4960,5
alternativa,1623,7
vanguardia,714,7
ruptura,1138,6
establishment,34,7
literario,1419,7
mexicano,3056,7
provincias,4397,7
recibieron,1312,7
capitales,822,7
excepto,2215,6
ellas,9158,4
conservaron,167,7
antiguas,2879,7
denominaciones,687,7
Navarra,2706,6
capital,14816,6
Pamplona,1011,7
Álava,674,4
Vitoria,783,6
Guipúzcoa,794,7
Sebastián,2630,7
Vizcaya,1272,6
Bilbao,1598,5
puente,3926,5
carretera,4579,7
Roelos,10,5
piedras,1534,6
granito,481,6
procedentes,1718,7
sido,33628,3
desmantelado,107,7
decisión,4174,7
Diputación,789,7
Zamora,1533,5
quien,29850,4
decidido,906,7
poner,2508,4
fabricado,575,7
hormigón,648,7
respecto,7053,7
prensa,3718,5
periódicos,1466,7
asignada,288,7
comités,292,6
obreros,1239,6
miembro,8937,6
International,1315,7
Fiscal,366,5
Association,802,7
ifa,27,2
Mundial,12133,6
Jóvenes,353,6
Juristas,18,7
Comité,2752,5
Impuestos,46,7
Cámara,2588,5
Venezolana,246,7
Americana,787,7
Industria,535,7
Comercio,1125,7
permaneció,3066,7
Mieres,94,5
octubre,18662,6
regresó,3967,6
León,6730,3
Lafuente,105,7
siguió,3987,5
columnas,1884,7
estacionadas,68,7
Asturias,2254,7
fuera,12946,4
Venezuela,5243,7
poseen,2122,5
Reverón,54,6
colecciones,1171,7
cotiza,50,5
mundial,6459,6
arte,7334,3
dólares,3922,6
versión,13695,6
sacada,97,5
junio,17990,4
desarrollado,3000,7
española,8831,7
Studios,774,6
Eidos,27,4
Interactive,135,7
pueblos,6757,6
Cañón,213,4
Chaco,726,4
estaban,9525,6
próximos,829,7
habrían,1012,6
aglomeración,190,7
quince,1636,5
mil,5586,2
eso,5681,2
decidió,8106,6
cambiar,2710,6
género,7497,5
reinventar,25,7
delegación,893,7
volvió,7986,5
tomar,4657,4
temporalmente,915,7
Atlantis,233,7
Athosianos,14,7
reubicados,34,7
planeta,3096,6
opositores,697,7
sostienen,682,7
mecanismo,1405,7
revocatoria,58,7
podría,6605,5
utilizado,4908,7
irresponsablemente,9,7
partidos,11845,7
políticos,5052,7
arma,2150,3
política,14336,7
titulares,481,7
casado,1434,5
padre,14436,4
hijas,1248,4
Manon,30,4
Aurélie,6,6
vista,5462,4
caso,15997,3
valor,6850,4
productos,5884,7
actividad,9242,7
insumos,120,6
emplearon,267,7
deduciendo,15,7
demás,5473,4
gastos,1078,5
operación,3191,7
William,3317,6
Boyd,110,3
conocido,16803,7
Billy,848,4
Glasgow,329,6
Lanarkshire,8,7
agosto,17636,5
actor,4361,4
escocés,614,6
papel,9942,4
Peregrin,11,7
Tuk,16,2
Pippin,88,5
adaptaciones,482,7
cinematográficas,215,7
Señor,1820,4
Anillos,308,6
Barrett,197,6
denominan,664,7
cantos,552,5
voces,1862,4
convencionales,607,7
remates,108,6
significado,2471,7
pareja,2996,5
acordado,346,7
darle,1428,4
artificial,1123,7
Pabst,24,4
rodó,459,3
Die,713,2
alemán,6717,5
francesa,4980,7
Antonin,39,6
Artaud,48,5
Defence,38,6
grabado,2443,6
mezclado,394,7
días,15013,3
desviado,84,7
glorieta,79,7
hay,23963,2
lago,3260,3
surtidor,32,7
agua,14743,3
vegetación,2099,7
acuática,163,7
rodeada,883,6
pérgola,26,6
varias,17406,5
floraciones,16,7
espectaculares,306,7
primavera,2133,7
recién,3065,5
obtuvieron,951,7
subcampeonatos,103,7
logró,8803,4
Campeones,1379,7
Zona,1443,3
Torneos,103,6
siglo,38460,4
expedición,3248,7
danés,611,4
Vitus,17,4
Bering,116,5
lideró,547,5
rusos,1457,4
servicio,9882,7
Zar,143,2
canal,5463,4
llevaría,676,7
posesión,2097,7
Alaska,584,5
lanzó,4489,4
nueva,17353,4
motorización,60,7
cumple,883,5
normas,1851,5
europeas,1590,7
emisiones,864,7
colección,3912,7
recientes,1812,7
Crass,13,4
Art,815,2
and,6442,2
Other,156,4
Pre,177,2
Post,396,3
Monsters,99,7
Gee,30,2
usó,1458,2
pinturas,1902,7
collages,47,7
mostrar,1486,6
fuertes,3030,6
anarco,22,5
pacifistas,74,7
feministas,129,7
través,18523,5
Dance,530,4
extensión,5075,7
albuferas,13,7
hectáreas,1978,7
albufera,29,7
Honda,417,4
Nueva,12093,4
restantes,1428,7
amortiguación,41,7
Luciana,54,6
Salazar,736,6
mostró,1958,5
pechos,111,5
presentador,498,7
Diego,4003,4
Luna,2249,3
poseyendo,87,7
forma,39969,4
logotipo,496,7
mtv,1577,2
época,20478,4
meses,11225,4
tarde,17657,4
pruebas,3826,6
adn,951,2
madre,8630,4
supuesto,1671,7
hijo,15556,3
Marc,561,3
Anthony,717,6
mentía,6,5
cómo,4593,3
asentamiento,1834,7
remontan,631,7
Prehistoria,170,7
pese,4308,3
presente,4376,7
edad,13429,3
media,9140,4
destaca,4784,6
Empresa,504,6
Siderúrgica,24,7
Ensidesa,16,7
instalar,617,7
territorio,12418,7
poblado,2659,6
obrero,682,5
modélico,12,7
mejor,17573,4
conservados,326,7
congresista,199,7
Asamblea,3082,7
Constituyente,795,7
destacándose,412,7
ella,19442,3
contribución,875,7
Comisión,3559,7
Derechos,1048,7
Humanos,817,6
necesita,1381,7
alta,8009,3
precisión,1078,7
niveles,3654,6
energéticos,121,7
emplearse,210,7
similar,6661,6
Schrödinger,77,7
electrón,322,7
descrito,1564,7
mediante,13717,7
ecuación,1228,7
relativista,142,7
Dirac,92,4
referencia,6825,7
apg,86,2
iii,7939,2
sucesora,224,7
cuyos,2698,4
dados,539,4
sección,3553,6
Filogenia,11,7
Burgos,2138,5
Cortes,1699,5
Castilla,6322,7
presencia,7952,7
navarros,162,7
decidieron,2299,7
incorporación,1181,7
Corona,2235,5
según,28686,4
Henry,1899,4
Kamen,47,4
delaciones,8,7
hechos,4202,5
poca,1999,3
eran,20399,3
regla,1137,4
excepción,2748,7
tal,12686,2
definición,2254,7
evidentemente,275,7
caduca,58,5
cae,1340,2
lista,6471,4
fenómenos,1006,7
masacres,132,7
escuelas,3271,7
cometidas,126,7
estudiantes,3719,7
tales,6892,4
masacre,583,6
Columbine,20,7
incursionaron,36,7
juerga,22,5
asesina,268,6
escuela,6699,6
maestros,1384,7
distinción,1138,7
cometer,338,6
suicidio,617,7
primer,44426,5
ministro,5059,7
Robert,3389,5
Walpole,110,6
enormemente,581,7
crítico,2211,6
abortarla,5,7
éxito,14527,4
acabó,2567,4
interpretando,1012,7
prueba,4019,5
vía,4964,2
militarista,48,7
seguida,996,6
Vernon,157,5
acertada,97,7
historiadores,1814,7
han,32867,2
tenido,4215,5
mención,1214,6
fundador,3300,7
Villa,5533,4
Rosario,2740,6
coinciden,517,7
afirmar,633,6
Morales,1061,6
acaudalada,43,7
matrona,34,6
heredó,541,5
esposo,1543,5
don,3508,2
Díaz,2633,3
Astudillo,63,7
Faustino,253,7
dueños,752,5
espacioso,21,7
valle,5161,4
escritura,2048,7
pública,5105,6
donaron,75,6
tierras,7627,6
creación,8460,7
transiciones,93,7
